Total Counts,Casual User Count,Member User Count,Classic Bike Count,Electric Bike Count,bus,rail_boardings,total_rides,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
76796,33741,43055,0,0,1697530,673394,2370924,149.9,113.3,188.9,13.799999999999999,0.0,892.0,136.7,0.0,7107.200000000001,0.0
94187,42829,51358,0,0,1898841,741506,2640347,169.1,127.30000000000001,207.3,7.4,0.0,1060.0,78.0,0.0,7126.1,0.0
96729,44886,51843,0,0,1831697,841485,2673182,163.1,134.9,201.1,65.0,0.0,1657.0,90.2,0.0,7066.8,0.0
115136,59174,55962,0,0,1855105,878484,2733589,189.6,156.1,225.0,17.5,0.0,514.0,73.5,0.0,7095.1,0.0
122626,59824,62802,0,0,1925116,948732,2873848,190.9,156.0,222.1,35.3,0.0,1463.0,89.2,0.0,7078.1,0.0
118060,57515,60545,0,35,1907575,956179,2863754,177.2,143.3,208.8,51.599999999999994,0.0,1074.0,101.9,0.0,7099.9,0.0
131381,63573,67808,0,0,1937170,975155,2912325,178.0,146.1,211.6,4.8,0.0,1502.0,86.8,0.0,7112.0,0.0
126884,59713,67171,0,3717,1966887,977197,2944084,172.6,144.9,204.9,33.8,0.0,1178.0,106.6,0.0,7082.2,0.0
142971,68434,74537,0,9405,2023838,1005009,3028847,157.6,123.8,188.9,0.0,0.0,1201.0,96.5,0.0,7124.6,0.0
133033,60877,72156,0,14934,1890211,885816,2776027,173.7,138.9,208.3,9.9,0.0,797.0,84.4,0.0,7104.0,0.0
148028,69404,78624,0,16619,1972429,1000545,2972974,169.9,131.6,203.3,0.0,0.0,962.0,78.3,0.0,7103.2,0.0
142324,63630,78694,0,20355,1936318,1006482,2942800,191.4,157.7,226.7,0.0,0.0,1434.0,109.1,0.0,7077.4,0.0
134893,62084,72809,0,24287,2055537,1062655,3118192,159.8,124.4,197.7,27.200000000000003,0.0,1455.0,118.9,0.0,7090.3,0.0
103606,44959,58647,0,22156,1838418,982199,2820617,132.0,115.5,151.7,52.400000000000006,0.0,683.0,123.4,0.0,7130.4,0.0
131227,55752,75475,0,32144,2029045,1085422,3114467,123.4,87.2,156.7,0.0,0.0,822.0,98.7,0.0,7167.5,0.0
141092,62026,79066,0,39891,2039751,1086377,3126128,140.5,96.0,180.6,2.8,0.0,1495.0,100.4,0.0,7105.6,0.0
93106,34115,58991,0,32744,2051572,1086118,3137690,79.4,54.5,108.8,17.3,0.0,1968.0,103.0,0.0,7106.3,0.0
128619,55486,73133,0,45085,2092570,1103833,3196403,116.2,74.5,159.4,0.0,0.0,1312.0,108.0,0.0,7105.2,0.0
84912,30584,54328,0,34277,1971008,1066912,3037920,86.7,38.8,131.7,11.2,0.0,1630.0,136.8,0.0,7104.2,0.0
68392,22020,46372,0,29606,1939148,1051709,2990857,67.3,39.5,102.10000000000001,84.10000000000001,0.0,1173.0,117.1,0.0,7144.599999999999,0.0
59119,17255,41864,0,26309,1925524,1023868,2949392,31.9,2.2,63.5,3.3,0.0,1705.0,125.0,0.0,7150.0,0.0
102921,42114,60807,0,41802,1949692,1001805,2951497,101.3,56.5,147.8,0.0,0.0,1490.0,117.69999999999999,0.0,7144.6,0.0
59699,17991,41708,0,26103,1846938,955874,2802812,64.8,25.599999999999998,97.8,34.800000000000004,0.0,1535.0,146.1,0.0,7100.0,0.0
53111,14874,38237,0,22387,1790073,898459,2688532,51.4,22.2,77.9,1.5,0.0,1451.0,131.3,0.0,7174.5,0.0
34072,10453,23619,0,13404,1501542,742406,2243948,35.0,12.4,58.9,20.8,0.0,1503.0,101.4,0.0,7127.3,0.0
35788,8049,27739,10231,13286,1785984,867784,2653768,9.4,-11.7,36.6,0.0,0.0,1757.0,109.6,0.0,7137.5,0.0
34829,7861,26968,21493,12502,1750185,867818,2618003,24.8,0.0,47.3,48.0,0.0,1360.0,94.8,0.0,7106.3,0.0
31494,7002,24492,18827,11599,1729876,876912,2606788,2.3000000000000003,-16.7,20.1,0.0,0.0,1391.0,105.0,0.0,7145.9,0.0
22510,5636,16874,13354,8255,1445009,704325,2149334,-4.3,-38.9,29.900000000000002,2.5,0.0,1672.0,151.5,0.0,7080.6,0.0
16618,3593,13025,10357,5690,1453427,720162,2173589,-7.1,-30.0,7.800000000000001,22.7,201.0,1319.0,103.7,0.0,7149.400000000001,0.0
26949,5560,21389,17126,9126,1736852,847942,2584794,1.4,-13.399999999999999,16.0,0.0,75.0,1319.0,89.10000000000001,0.0,7173.5,0.0
25631,4877,20754,16420,8649,1713667,853210,2566877,3.3,-15.5,20.599999999999998,7.4,0.0,1562.0,106.9,0.0,7067.7,0.0
23384,4075,19309,14854,8114,1640185,833662,2473847,-20.900000000000002,-46.8,7.299999999999999,1.3,50.0,1685.0,121.1,0.0,7134.5,0.0
15144,2201,12943,9654,5292,1624646,868545,2493191,-16.4,-36.1,-1.5999999999999996,33.0,1043.0,1056.0,140.1,0.0,7159.6,0.0
11299,1464,9835,7700,3504,1690365,884439,2574804,-47.0,-76.1,-23.8,8.200000000000001,1904.0,1930.0,135.5,0.0,7126.1,0.0
7897,1080,6817,5921,1919,1628808,882450,2511258,-84.4,-111.7,-59.800000000000004,9.5,2184.0,2015.0,103.4,0.0,7214.9,0.0
5102,830,4272,3647,1400,1591332,888220,2479552,-57.5,-91.0,-25.6,20.5,3732.0,1381.0,99.0,0.0,7184.6,0.0
25324,6757,18567,17744,6516,1896606,997072,2893678,23.2,-7.7,48.8,3.1,890.0,1612.0,118.8,0.0,7103.9,0.0
36091,10311,25780,25086,9302,1980406,1017949,2998355,16.5,-20.0,57.9,0.0,0.0,1425.0,92.2,0.0,7177.4,0.0
59618,22260,37358,42013,13679,2009038,1069040,3078078,73.1,36.7,114.0,1.5,0.0,1180.0,136.0,0.0,7166.200000000001,0.0
49809,21103,28706,32469,13057,1935089,1060303,2995392,32.1,7.3999999999999995,59.9,24.700000000000003,25.0,628.0,140.3,0.0,7163.5,0.0
57508,21761,35747,37093,16512,1988691,1075598,3064289,70.9,37.7,100.1,9.7,0.0,1071.0,135.5,0.0,7088.0,0.0
77244,34697,42547,48406,20752,2051243,1119350,3170593,60.6,12.8,105.1,0.0,0.0,1337.0,137.5,0.0,7154.7,0.0
78717,32730,45987,51436,20826,2016375,1122982,3139357,113.8,81.0,145.6,15.8,0.0,1158.0,109.9,0.0,7031.8,0.0
76947,29326,47621,48533,23480,2052586,1169359,3221945,62.7,32.2,97.80000000000001,0.3,0.0,1461.0,102.0,0.0,7106.3,0.0
68102,25203,42899,42774,21833,2020078,1162915,3182993,55.0,25.0,86.8,6.6,0.0,1284.0,106.9,0.0,7115.8,0.0
110890,52367,58523,70854,30219,2140540,1231004,3371544,109.3,63.2,159.4,21.200000000000003,0.0,889.0,149.0,0.0,7076.7,0.0
77379,29829,47550,46640,26895,2098959,1221768,3320727,74.1,46.7,104.4,43.2,0.0,786.0,104.6,0.0,7101.2,0.0
110049,49626,60423,62285,39778,2126399,1291638,3418037,88.4,47.7,119.0,3.3,0.0,576.0,70.8,0.0,7178.200000000001,0.0
146041,72950,73091,84419,48904,2157063,1343527,3500590,154.7,118.9,186.1,3.5999999999999996,0.0,1306.0,103.0,0.0,7158.4,0.0
127301,62354,64947,72122,45128,2158487,1423034,3581521,120.1,82.8,155.10000000000002,40.9,0.0,849.0,138.0,0.0,7128.200000000001,0.0
176667,94487,82180,101120,60585,2139953,1415593,3555546,159.6,113.4,199.5,0.0,0.0,1284.0,96.9,0.0,7107.0,0.0
190189,100175,90014,113369,62678,2313305,1584096,3897401,182.6,151.2,216.1,32.400000000000006,0.0,815.0,68.3,0.0,7086.5,0.0
185115,96695,88420,115235,56171,2315119,1626687,3941806,168.0,126.0,205.7,31.5,0.0,967.0,103.2,0.0,7080.6,0.0
146356,70908,75448,85481,51925,2230578,1593674,3824252,154.9,129.5,180.6,59.50000000000001,0.0,1579.0,135.5,0.0,7080.3,0.0
170747,91492,79255,103451,54396,2334460,1582155,3916615,164.4,130.6,198.9,58.199999999999996,0.0,1162.0,90.2,0.0,7116.8,0.0
164719,88234,76485,98454,54720,2218639,1679482,3898121,164.0,136.6,189.39999999999998,6.1,0.0,914.0,114.7,0.0,7096.3,0.0
182605,95707,86898,109348,60551,2411557,1728349,4139906,161.6,141.6,186.0,14.0,0.0,876.0,103.9,0.0,7115.7,0.0
190473,100088,90385,119137,58641,2440290,1810349,4250639,179.29999999999998,147.1,214.5,11.9,0.0,1366.0,85.7,0.0,7117.9,0.0
196855,106955,89900,127437,56813,2464006,2117955,4581961,175.8,142.7,205.5,12.8,0.0,1511.0,100.4,0.0,7108.2,0.0
189410,100556,88854,116989,60758,2498858,1858470,4357328,171.4,132.2,205.6,8.9,0.0,979.0,85.19999999999999,0.0,7114.1,0.0
180342,93141,87201,115941,53870,2364822,1779840,4144662,175.3,145.6,204.4,36.3,0.0,1022.0,105.3,0.0,7104.2,0.0
188742,97686,91056,119073,58762,2446965,1796193,4243158,178.6,153.2,208.4,1.3,0.0,607.0,72.8,0.0,7105.1,0.0
169967,83416,86551,103837,58101,2506339,1803988,4310327,191.9,157.8,233.3,49.8,0.0,1424.0,94.1,0.0,7109.3,0.0
180564,90988,89576,112021,58781,2848955,2012669,4861624,160.0,128.4,186.1,0.5,0.0,868.0,96.1,0.0,7095.5,0.0
184814,93519,91295,116631,58580,2607267,1967609,4574876,159.1,119.5,202.7,2.8,0.0,1548.0,103.2,0.0,7085.6,0.0
186043,90811,95232,116284,60726,2848064,2197073,5045137,166.1,130.5,207.10000000000002,1.8,0.0,933.0,96.2,0.0,7112.5,0.0
158392,72586,85806,92374,59693,2789975,2125863,4915838,131.4,97.2,168.4,19.8,0.0,1891.0,144.5,0.0,7101.6,0.0
163677,69792,93885,93458,64230,2852789,2043938,4896727,151.3,123.4,192.2,1.8,0.0,1081.0,86.2,0.0,7104.0,0.0
166451,72865,93586,91464,67738,2802431,2199379,5001810,145.8,132.1,169.0,17.1,0.0,1170.0,95.0,0.0,7109.4,0.0
151007,62753,88254,74553,70729,2707242,2067470,4774712,114.1,81.2,143.4,58.7,0.0,1691.0,95.2,0.0,7087.0,0.0
137179,50597,86582,64326,69005,2741179,1998901,4740080,89.8,54.9,124.4,68.3,0.0,1321.0,95.2,0.0,7114.2,0.0
105079,36122,68957,45529,57205,2676028,1982923,4658951,74.3,49.4,92.6,59.9,0.0,576.0,128.2,0.0,7067.5,0.0
113888,37708,76180,50435,60422,2755513,2007619,4763132,43.5,6.7,80.6,0.0,0.0,1740.0,87.8,0.0,7181.5,0.0
92882,26103,66779,39905,51449,2585061,1926949,4512010,55.1,26.0,76.0,15.2,0.0,1312.0,128.4,0.0,7094.8,0.0
82763,23459,59304,34951,46249,2669770,2033764,4703534,33.8,2.3000000000000003,65.0,5.6,0.0,1622.0,115.9,0.0,7141.0,0.0
48838,15164,33674,19793,27724,2042030,1473915,3515945,11.4,-21.5,39.4,2.1,0.0,1798.0,121.8,0.0,7134.2,0.0
80305,21495,58810,32124,46946,2721437,1919633,4641070,38.8,10.7,65.1,6.6,0.0,1535.0,98.0,0.0,7112.3,0.0
61265,15628,45637,24518,35800,2593404,1860630,4454034,10.8,-28.2,51.0,21.8,0.0,1444.0,133.7,0.0,7097.7,0.0
64225,17468,46757,26508,36683,2578197,1791966,4370163,44.8,14.0,76.7,5.8,0.0,1088.0,139.7,0.0,7141.1,0.0
37591,11775,25816,15394,21062,1793706,1151491,2945197,25.900000000000002,-8.9,58.300000000000004,6.3999999999999995,0.0,1211.0,109.1,0.0,7089.9,0.0
30386,9488,20898,13020,16485,1617417,1125459,2742876,15.7,-6.6000000000000005,34.0,22.200000000000003,177.0,1212.0,112.9,0.0,7078.6,0.0
20228,3392,16836,10210,9869,1746815,1148650,2895465,-47.5,-79.3,-13.8,0.5,330.0,1666.0,145.0,0.0,7149.799999999999,0.0
29408,5517,23891,15282,13851,2016991,1294314,3311305,-17.1,-48.8,7.199999999999999,1.9000000000000001,125.0,1131.0,112.4,0.0,7160.3,0.0
28162,4805,23357,15217,12689,2083300,1357842,3441142,-31.9,-64.0,2.100000000000001,7.3999999999999995,127.0,1947.0,131.5,0.0,7152.9,0.0
16818,2578,14240,9898,6800,2097579,1445499,3543078,-55.0,-91.8,-26.0,10.7,915.0,1935.0,104.2,0.0,7155.6,0.0
19303,3004,16299,10073,9112,2232380,1507120,3739500,-23.9,-49.3,-0.9999999999999997,24.900000000000002,1194.0,1486.0,139.2,0.0,7171.4,0.0
31011,5171,25840,15873,14904,2522653,1685527,4208180,-15.6,-37.2,13.3,3.3,457.0,1835.0,135.4,0.0,7115.5,0.0
29311,5420,23891,14944,13935,2442305,1685570,4127875,-9.4,-49.4,31.0,41.9,279.0,1641.0,165.1,0.0,7143.3,0.0
32576,6764,25812,16680,15396,2455439,1682104,4137543,-2.5999999999999996,-33.300000000000004,27.2,32.0,75.0,1609.0,111.0,0.0,7169.8,0.0
66541,21413,45128,36657,27909,2744145,1829032,4573177,42.8,8.3,86.7,6.3,0.0,1009.0,130.2,0.0,7136.6,0.0
48285,12169,36116,22481,24754,2647044,1936817,4583861,-2.7,-30.6,23.5,11.5,25.0,1637.0,126.6,0.0,7137.5,0.0
86228,32241,53987,40295,42665,2730323,1967485,4697808,67.0,29.4,111.6,24.1,0.0,1234.0,98.1,0.0,7105.1,0.0
61971,19916,42055,27372,32732,2622782,1771827,4394609,53.6,26.1,80.6,17.3,0.0,1712.0,139.7,0.0,7073.9,0.0
54531,14215,40316,22577,30891,2742850,1869711,4612561,32.1,6.7,61.6,52.0,0.0,1178.0,112.9,0.0,7091.1,0.0
78213,24011,54202,33668,42429,2782711,2009947,4792658,54.0,27.2,82.3,25.5,0.0,1580.0,128.5,0.0,7046.4,0.0
82881,27826,55055,37515,42312,2424776,1838808,4263584,74.10000000000001,31.8,104.4,14.0,0.0,1475.0,146.3,0.0,7090.0,0.0
108174,43602,64572,51966,51554,2705958,2003009,4708967,89.3,60.0,121.2,31.8,0.0,1525.0,147.3,0.0,7128.1,0.0
88800,27683,61117,38396,48432,2808880,1971946,4780826,74.3,48.4,103.3,18.1,0.0,1203.0,147.7,0.0,7128.4,0.0
91231,32826,58405,38421,49913,2791651,1994678,4786329,79.9,55.0,101.6,45.9,0.0,594.0,128.7,0.0,7105.8,0.0
177313,80560,96753,97653,72053,2885235,2063581,4948816,181.6,141.1,219.89999999999998,1.3,0.0,1185.0,109.1,0.0,7096.6,0.0
142108,59662,82446,70722,66162,2818433,2048944,4867377,129.4,93.9,163.4,29.9,0.0,1463.0,113.0,0.0,7075.3,0.0
158353,74714,83639,81307,69670,2844784,2112621,4957405,130.8,92.7,164.9,14.7,0.0,1157.0,121.7,0.0,7096.8,0.0
183695,90191,93504,100739,74353,2718166,2071644,4789810,160.7,127.3,195.4,3.0,0.0,1200.0,109.4,0.0,7081.8,0.0
156742,72136,84606,84079,66610,2859670,2115483,4975153,135.8,101.8,170.5,37.800000000000004,0.0,1109.0,84.0,0.0,7072.7,0.0
187606,94415,93191,101000,78171,2760923,2232455,4993378,190.6,142.3,232.2,2.8,0.0,1373.0,117.0,0.0,7098.3,0.0
190025,93833,96192,98358,84612,2616518,2173778,4790296,191.2,147.1,226.5,9.9,0.0,1408.0,104.7,0.0,7110.2,0.0
189924,94705,95219,94170,87596,2721291,2163832,4885123,178.6,137.8,214.9,1.5,0.0,1280.0,94.9,0.0,7126.5,0.0
180531,91037,89494,83639,89448,2442347,1908799,4351146,179.8,147.2,209.4,56.099999999999994,0.0,911.0,103.0,0.0,7105.9,0.0
172321,80730,91591,76218,90443,2697566,2175582,4873148,169.6,146.8,193.9,59.7,0.0,1125.0,102.1,0.0,7095.0,0.0
189622,90419,99203,82725,100472,2699005,2107265,4806270,195.2,159.0,227.2,61.2,0.0,1757.0,122.7,0.0,7064.0,0.0
195683,95180,100503,89402,99554,2738540,2346922,5085462,172.2,140.1,201.0,10.4,0.0,1537.0,78.7,0.0,7104.8,0.0
174076,82259,91817,79507,88746,2715424,2135469,4850893,192.7,167.3,223.9,14.7,0.0,1191.0,105.7,0.0,7093.7,0.0
175006,81837,93169,77233,91175,2676515,2086144,4762659,165.4,135.1,192.4,3.0,0.0,1201.0,98.4,0.0,7121.9,0.0
184797,87160,97637,78586,99621,2725250,2171804,4897054,167.7,136.1,199.4,17.0,0.0,795.0,95.0,0.0,7108.5,0.0
182090,82119,99971,78545,97676,3024349,2215333,5239682,171.5,134.3,206.7,4.1,0.0,1220.0,76.9,0.0,7105.2,0.0
172229,76563,95666,72083,94637,3092534,2291815,5384349,176.7,144.5,209.0,19.6,0.0,1516.0,114.6,0.0,7105.1,0.0
166671,73314,93357,69786,91752,2839761,2167294,5007055,163.1,132.2,192.8,33.0,0.0,1071.0,81.7,0.0,7109.9,0.0
176309,76847,99462,80955,90433,3147133,2534588,5681721,157.9,124.4,193.9,1.6,0.0,1426.0,88.4,0.0,7106.6,0.0
153736,60723,93013,70380,79355,3093199,2345513,5438712,142.0,107.2,174.4,12.0,0.0,1188.0,102.5,0.0,7098.4,0.0
146417,55788,90629,60798,82576,3156936,2378689,5535625,102.60000000000001,72.7,132.2,0.0,0.0,824.0,104.6,0.0,7166.2,0.0
140390,54684,85706,56099,80994,3158164,2566666,5724830,103.5,57.8,147.3,1.6,0.0,1807.0,83.5,0.0,7160.5,0.0
116518,42415,74103,43847,69750,3015212,2370791,5386003,85.89999999999999,50.6,123.3,27.2,0.0,1703.0,115.7,0.0,7082.1,0.0
127921,47272,80649,47534,77584,3033223,2255665,5288888,86.8,48.900000000000006,125.0,0.0,0.0,1703.0,155.0,0.0,7082.2,0.0
115266,39617,75649,42689,70459,3076146,2286796,5362942,94.7,61.6,128.8,29.2,0.0,907.0,90.3,0.0,7127.0,0.0
120447,39143,81304,48715,69628,3061924,2246844,5308768,111.0,74.4,148.3,12.5,0.0,1208.0,126.9,0.0,7098.6,0.0
97711,29637,68074,46197,49896,2965803,2214659,5180462,62.1,36.3,92.7,0.0,0.0,1735.0,115.0,0.0,7160.0,0.0
48671,10999,37672,21114,27130,2848900,2171884,5020784,-9.6,-30.1,8.4,3.9,0.0,1500.0,135.0,0.0,7162.2,0.0
55879,18450,37429,22401,31888,2197231,1569770,3767001,40.8,2.8999999999999995,78.8,6.9,0.0,1379.0,98.1,0.0,7127.8,0.0
62152,15444,46708,24499,36972,2942238,2085900,5028138,12.399999999999999,-25.1,53.9,7.6,0.0,1566.0,153.9,0.0,7128.200000000001,0.0
60168,14660,45508,24415,35165,2910628,2089799,5000427,25.099999999999998,12.299999999999999,36.7,11.4,0.0,1165.0,83.4,0.0,7153.5,0.0
41499,9440,32059,16663,24508,2808774,2059751,4868525,-1.8000000000000007,-13.9,8.9,43.89999999999999,50.0,1274.0,148.6,0.0,7097.4,0.0
22072,4605,17467,8714,13224,2055318,1335248,3390566,-67.4,-105.0,-40.5,1.8,178.0,1646.0,138.0,0.0,7156.3,0.0
30607,9291,21316,13325,16649,1976038,1333877,3309915,9.8,-22.2,37.2,4.1,50.0,1703.0,111.3,0.0,7109.0,0.0
41776,9778,31998,19787,21489,2274018,1614768,3888786,9.8,-5.6,27.9,29.5,0.0,1432.0,81.69999999999999,0.0,7117.7,0.0
56065,12433,43632,25967,29575,2875163,1974036,4849199,15.6,-7.2,42.199999999999996,0.0,0.0,1332.0,117.1,0.0,7125.8,0.0
46210,9296,36914,21843,24023,2712643,1868886,4581529,16.9,5.5,33.4,18.3,0.0,1552.0,127.39999999999999,0.0,7078.3,0.0
33382,5467,27915,16384,16812,2826576,1975719,4802295,-18.2,-42.3,6.1,11.4,177.0,1355.0,122.9,0.0,7123.7,0.0
33083,5849,27234,15780,17095,2717017,1851396,4568413,-48.7,-86.0,-17.2,0.0,150.0,1875.0,124.3,0.0,7185.9,0.0
51740,11871,39869,26011,25110,2990458,1940158,4930616,19.5,-18.3,56.5,29.7,0.0,1559.0,110.7,0.0,7134.6,0.0
50100,12236,37864,24080,25274,2933536,2004319,4937855,25.4,-6.1,54.5,18.9,25.0,1459.0,159.8,0.0,7096.5,0.0
46433,10604,35829,20493,25432,2857273,1926939,4784212,5.7,-21.7,32.2,27.2,25.0,1155.0,121.8,0.0,7112.4,0.0
60297,14742,45555,26448,33106,3019798,1994886,5014684,34.3,7.299999999999999,66.7,27.8,0.0,869.0,120.7,0.0,7068.4,0.0
53444,12218,41226,22404,30528,3028395,2190599,5218994,23.3,8.4,42.3,17.5,25.0,547.0,125.9,0.0,7151.1,0.0
50450,12010,38440,20913,28961,2977036,2079017,5056053,1.5000000000000004,-30.0,37.8,9.2,0.0,1844.0,147.4,0.0,7130.5,0.0
59874,14385,45489,24093,35068,2963840,2018544,4982384,38.3,14.0,68.8,31.200000000000003,0.0,1019.0,133.2,0.0,7103.900000000001,0.0
69963,18939,51024,28195,40665,3047359,2163356,5210715,45.3,6.7,84.3,13.0,0.0,1346.0,127.39999999999999,0.0,7115.3,0.0
82658,27799,54859,32953,47695,2757432,2043342,4800774,74.3,32.2,120.5,15.2,0.0,1050.0,118.6,0.0,7142.9,0.0
144138,57599,86539,59869,80643,3198573,2254675,5453248,133.1,81.10000000000001,180.6,5.3,0.0,1456.0,119.9,0.0,7089.1,0.0
90983,28054,62929,34616,54981,3107062,2237679,5344741,63.599999999999994,29.400000000000002,99.9,10.1,0.0,1673.0,131.2,0.0,7084.7,0.0
90283,27239,63044,34785,54116,3164851,2220862,5385713,60.1,25.5,91.6,8.6,0.0,1050.0,100.5,0.0,7097.4,0.0
122822,46225,76597,52164,67932,3265719,2286035,5551754,100.5,65.6,141.1,4.3,0.0,1390.0,128.7,0.0,7071.5,0.0
114330,39187,75143,49662,62544,3155302,2210723,5366025,119.69999999999999,86.8,158.8,9.6,0.0,465.0,85.3,0.0,7133.8,0.0
144037,56084,87953,66703,74147,3187642,2248430,5436072,115.4,73.3,160.0,0.8,0.0,1023.0,97.1,0.0,7124.6,0.0
153511,63573,89938,69398,80609,3213470,2430358,5643828,125.2,82.2,165.5,0.0,0.0,382.0,95.0,0.0,7154.700000000001,0.0
181738,80936,100802,83429,94111,3013518,2300010,5313528,172.1,128.5,215.7,0.0,0.0,556.0,85.6,0.0,7108.1,0.0
166097,67877,98220,72485,90494,3157465,2412738,5570203,138.3,99.4,179.4,1.3,0.0,342.0,97.1,0.0,7083.4,0.0
151265,61828,89437,63295,84968,2984300,2371722,5356022,126.2,91.6,167.7,13.2,0.0,886.0,100.1,0.0,7061.8,0.0
187280,82003,105277,82686,100388,2952738,2418096,5370834,171.7,133.9,212.7,36.8,0.0,495.0,103.0,0.0,7086.3,0.0
132329,52585,79744,56484,72913,2888372,2387142,5275514,164.1,139.0,194.4,102.9,0.0,1065.0,94.1,0.0,7066.3,0.0
176778,82438,94340,82874,89181,2783381,2001142,4784523,167.3,130.6,203.79999999999998,56.9,0.0,1172.0,75.6,0.0,7087.4,0.0
168185,69360,98825,77359,87166,3035109,2348171,5383280,164.0,134.5,201.7,80.5,0.0,1652.0,96.7,0.0,7071.6,0.0
189540,79894,109646,89728,95446,3145192,2513868,5659060,165.4,130.1,199.4,3.0,0.0,1297.0,82.1,0.0,7093.0,0.0
180076,75923,104153,87221,88601,3061116,2319222,5380338,185.2,151.7,217.3,39.3,0.0,727.0,79.3,0.0,7099.1,0.0
178589,75172,103417,89508,85047,3135129,2728358,5863487,168.0,138.4,194.79999999999998,17.0,0.0,859.0,89.2,0.0,7109.3,0.0
183802,76900,106902,95250,83770,3106234,2424133,5530367,165.5,137.7,198.8,1.1,0.0,1284.0,93.1,0.0,7066.9,0.0
168104,70624,97480,87678,76407,3080047,2338745,5418792,156.3,119.9,191.6,84.1,0.0,1441.0,102.5,0.0,7092.9,0.0
168860,65955,102905,86068,79571,3354265,2331350,5685615,180.2,148.9,210.0,0.0,0.0,744.0,115.3,0.0,7108.7,0.0
173092,69761,103331,92968,79733,3602251,2549544,6151795,156.1,112.3,195.0,0.0,0.0,1036.0,99.69999999999999,0.0,7116.7,0.0
159485,64719,94766,85105,74380,3293354,2465488,5758842,156.3,125.0,187.29999999999998,11.0,0.0,1323.0,101.9,0.0,7100.6,0.0
145200,55081,90119,75119,70081,3459298,2650905,6110203,124.0,92.3,154.6,56.7,0.0,1397.0,68.8,0.0,7125.9,0.0
154881,57944,96937,79209,75672,3495433,2659450,6154883,140.7,112.2,168.4,7.7,0.0,1063.0,77.5,0.0,7124.1,0.0
154542,56920,97622,78647,75895,3572135,2584093,6156228,141.6,114.4,172.0,6.9,0.0,707.0,81.6,0.0,7135.7,0.0
155145,57807,97338,78421,76724,3591174,2872135,6463309,124.6,93.3,155.5,12.0,0.0,1654.0,96.8,0.0,7113.7,0.0
105675,32968,72707,50607,55068,3371177,2549862,5921039,84.6,57.199999999999996,112.1,43.2,0.0,1396.0,119.0,0.0,7077.8,0.0
120830,38022,82808,60424,60406,3530065,2612998,6143063,82.6,51.6,112.1,7.8,0.0,1620.0,98.1,0.0,7083.1,0.0
110044,32526,77518,55223,54821,3374211,2487918,5862129,102.7,71.1,129.9,21.3,0.0,1719.0,124.7,0.0,7125.9,0.0
91908,25883,66025,46479,45429,3489512,2441638,5931150,43.3,10.5,72.80000000000001,0.3,0.0,1798.0,108.7,0.0,7154.0,0.0
103733,29570,74163,51071,52662,3434313,2488646,5922959,68.2,41.199999999999996,100.0,0.5,0.0,1313.0,108.80000000000001,0.0,7130.3,0.0
105134,29005,76129,51283,53851,3478710,2568776,6047486,71.6,24.9,114.89999999999999,0.3,0.0,1520.0,91.3,0.0,7140.2,0.0
44461,11061,33400,20294,24167,2422469,1700849,4123318,24.1,5.5,43.4,28.5,0.0,1850.0,102.9,0.0,7137.799999999999,0.0
59118,12590,46528,27343,31775,3283224,2251227,5534451,13.7,-7.8,35.2,31.5,0.0,1327.0,109.9,0.0,7101.7,0.0
69981,15890,54091,33494,36487,3443037,2368272,5811309,37.6,13.9,57.3,7.6,0.0,1513.0,127.4,0.0,7100.4,0.0
59768,12757,47011,27670,32098,3321239,2235935,5557174,28.0,1.0999999999999988,52.699999999999996,16.3,0.0,1569.0,93.5,0.0,7188.1,0.0
44289,9817,34472,20010,24279,3095112,1933145,5028257,33.0,11.600000000000001,52.2,15.0,0.0,1232.0,87.6,0.0,7157.8,0.0
29234,7784,21450,13649,15585,2308126,1456059,3764185,34.0,12.2,53.5,21.6,0.0,1611.0,113.1,0.0,7089.5,0.0
41144,8329,32815,19610,21534,2538785,1685495,4224280,5.199999999999999,-8.3,18.4,4.6,50.0,1800.0,97.0,0.0,7141.6,0.0
32122,4909,27213,15687,16435,2898462,1920642,4819104,-21.9,-41.8,-2.8000000000000007,39.7,304.0,1287.0,148.9,0.0,7045.3,0.0
16323,2295,14028,10254,6069,2467043,1630510,4097553,-84.8,-115.7,-59.0,2.6,279.0,1888.0,132.3,0.0,7179.2,0.0
32780,5592,27188,17471,15309,3282473,2197040,5479513,20.3,8.8,31.2,30.2,101.0,1041.0,90.7,0.0,7150.3,0.0
48202,8912,39290,32146,16056,3503958,2239664,5743622,23.8,7.199999999999999,45.300000000000004,0.0,0.0,1236.0,108.1,0.0,7128.2,0.0
52522,11026,41496,35636,16886,3501191,2241531,5742722,35.6,10.6,63.9,4.3,0.0,1431.0,103.8,0.0,7116.9,0.0
45620,8473,37147,28293,17327,3451577,2245235,5696812,7.0,-27.799999999999997,37.900000000000006,1.5,0.0,1899.0,110.1,0.0,7123.1,0.0
59110,13355,45755,34272,24838,3374026,2190160,5564186,47.1,6.199999999999999,91.6,3.8,51.0,1571.0,102.1,0.0,7094.6,0.0
75382,21622,53760,43414,31968,3531908,2275196,5807104,61.6,15.599999999999998,112.2,13.8,0.0,1403.0,136.6,0.0,7093.9,0.0
